TITLE,NEIGHBORHOOD,SQUARE_METERS,NUM_OF_ROOMS,ADDRESS,DISTRICT,RENT_PRICE,RENT_PRICE_BY_SQ_METER,RENT_BY_ROOM,ENERGY_CERTIFICATE,uuid,uuid2,uuid3,uuid4
Piso en venta en calle Santa Comba,CASA DE CAMPO,88,3,Calle Santa Comba,CARABANCHEL,1038,11,346,G,cb8b7ae4-336b-451f-94a7-c26057d27bc1,9e5c5cbe-3b9d-480e-a7df-1f2a308df8e9,837d6d65-9dec-4cfb-af56-1e54913bc7a8,aaf41ec4-ffb6-46dc-b6e7-d097c2ae99a3
Casa o chalet independiente en venta en Valdemarín,MONCLOA,410,6,,CARABANCHEL,24524,59,4087,,ac7861dd-562d-4ac1-999b-ae65d011ada0,11491f2f-3ad2-4ee1-b261-2521d4a7b5bc,12b2d747-398e-4ecd-9562-538c4c0a943b,82983d2a-2aac-4608-9e02-40e402b8f63a
Casa o chalet independiente en venta en Valdemarín,MONCLOA,720,7,,CARABANCHEL,58234,80,8319,,9103c575-805f-43f5-b438-a7d6bdb60dde,24c7f00a-d7dc-4839-824a-ffdfccb25745,7268bf5b-0172-4e8d-9af4-66bf70bb3273,bac218be-5abf-4d12-adb8-18a8eeadb8a6
Casa o chalet independiente en venta en Valdemarín,MONCLOA,986,8,,CARABANCHEL,58234,59,7279,E,ba5a3c7c-e045-49f4-9fba-8543ff9426cf,a88042f0-9394-4f28-8695-15e6711c50ad,d5586c87-55ea-4544-8e6f-d8fdb298b3ab,cb1a938f-e490-4303-bfb8-f2bcc810c5e0
Piso en venta en Valdemarín,MONCLOA,205,4,,CARABANCHEL,1645,8,411,,d81ef400-98b7-4fc6-9361-36879a4a34de,7cc2a611-95d8-4d4a-a970-9fc18a88b2f0,6b138617-cba1-4fc7-8b2c-cc739349bc42,b85a2d60-b4b4-4e53-a96e-c0509eb9140e
"Piso en venta en calle de la Golondrina, 98",ARAVACA,127,3,Calle de la Golondrina 98,CARABANCHEL,1735,13,578,,bb01825d-fa9b-48f9-89d9-c8ed862ffc47,7e0eb53b-fa12-4a27-a915-74aca7b8ee67,72b9e9c3-bd0b-4a20-86e6-86d0a98512fb,c0460259-7da4-4b5c-9130-511d12b6d2e5
Piso en venta en Argüelles,MONCLOA,144,4,,CARABANCHEL,2074,14,518,E,68698477-c3b2-40f7-b63a-7e20bce07ecb,1f11b9c7-5d9c-440a-971a-847835f0c17a,55155ae4-7358-4102-8852-d6786d29ac47,54fa0010-42c6-4981-8458-89bab487b8b7
Piso en venta en calle de la zarza,ARAVACA,81,1,Calle de la zarza,CARABANCHEL,1089,13,1089,,fdcbd283-baee-4186-b72f-5b84faee8d1e,2cbb1a53-0239-424d-a69f-ebcf6c2bdcba,3350b180-1711-47ce-ac4c-05626204aef1,53538ebb-fd0d-434e-a347-2f00e597a7d6
Piso en venta en calle de la Golondrina,ARAVACA,127,3,Calle de la Golondrina,CARABANCHEL,1712,13,570,,44871b8d-df57-48b6-bc4c-b8ef9a5184cc,3c6c1ba2-1ced-4685-af4e-52fc2ada3b8f,3a23c93e-7a9f-4429-80e2-acc029320306,988775ec-5c98-4f65-9f51-4ebbb5917bee
Casa o chalet en venta en Aravaca,MONCLOA,190,5,,CARABANCHEL,1941,10,388,D,b8281cb8-8d8b-4380-b926-a6fa6d2e48a7,8a0c3279-fa28-4dbb-aa33-78e26878b045,0bd1764e-0ecb-47c6-9bad-db6c3b844855,fbbf8a00-4d58-4bd6-bd92-4aad040871c1
"Chalet pareado en venta en calle Tapia de Casariego, 31",VALDEMARIN,341,4,Calle Tapia de Casariego 31,CARABANCHEL,1193,3,298,,3bf8668d-8666-48f4-b316-dfb296ad504d,ae739d31-69e8-41c8-92eb-f35de50b08e6,e40e331a-47e4-4310-915a-40d4b1220601,104c3d38-c5e7-4bd6-afbc-88af28568ec7
"Chalet pareado en venta en calle Tapia de Casariego, 31",VALDEMARIN,341,4,Calle Tapia de Casariego 31,CARABANCHEL,1231,3,307,,8a6de9b5-7351-4fd9-8c28-54001b71ce39,5d360e9a-1b9e-4211-8eaa-1c1ed048d2e8,c898ebe4-fef5-4419-a2c1-6b0e0c7d7bab,1c8dcfc6-03dd-4052-a434-e65a8e04ba85
"Chalet pareado en venta en calle Tapia de Casariego, 31",VALDEMARIN,341,4,Calle Tapia de Casariego 31,CARABANCHEL,1264,3,316,,980bebfc-d428-4e5c-92d8-596042423b47,b59ef988-2c35-436b-a54c-e5aaf6517633,2e01a776-1b22-4b0f-9b6f-d8063bb089b8,8286b286-e143-4a43-80fc-abee2a5be5d2
"Ático en venta en calle José Bastos 20 -, 30",VALDEMARIN,441,5,Calle José Bastos 20 - 30,CARABANCHEL,9067,20,1813,,2cc89284-3387-4825-8aed-7c6787f974d8,391943e1-3465-45c2-a1b5-c63aebec1e6d,6caa409b-119b-4009-96a9-b497442bcefe,5baee435-a521-4428-ba83-0a9e713786ae
"Piso en venta en calle José Bastos 20 -, 30",VALDEMARIN,205,4,Calle José Bastos 20 - 30,CARABANCHEL,1225,5,306,,f8c552bf-7ee2-415b-a680-882e72b6e76e,fb714303-2d71-4831-ac94-9e6711695e5b,2020c68f-d239-4ce2-beba-bdab5362e672,2246ef5f-a4de-437d-a467-19f6696c96bb
"Piso en venta en plaza Argüelles, 7",ARGÜELLES,404,6,Plaza Argüelles 7,CARABANCHEL,1836,4,306,,54972ae5-b008-4b48-9886-8c19900573c6,3e86fb8c-a4b5-417d-8eba-89dcf7ffe87a,63466ad2-9a49-42b6-8ea3-d09c72cb1bc2,82b93d0c-908c-497c-8234-dc779b501de1
"Piso en venta en calle Ferraz, Madrid, 18",ARGÜELLES,116,3,Calle Ferraz 18,CARABANCHEL,2324,20,774,D,f05f5872-3af2-4091-b66d-7d9ebfc69904,77da7229-2cc3-45a6-9f2f-17d1b73135b3,7e944621-2ed1-4e8b-8423-a5400615bc91,cdd305c8-57f6-4326-9141-5a7217523ba4
Piso en venta en Aravaca,MONCLOA,157,3,,CARABANCHEL,2271,14,757,,60beb554-4b70-42af-8de6-d4682f1f2299,af7a7f7b-360b-4549-97d9-0504b92561eb,ca355f5d-348d-4ac0-9256-542d143f862c,50a8af5e-ee74-4af0-9e06-48cf9ba5dd86
Piso en venta en calle de la Princesa,ARGÜELLES,128,2,Calle de la Princesa,CARABANCHEL,2126,16,1063,,4166bf4c-dcea-41ed-bb47-cbcf2b3e8508,76050e6a-6090-414c-9689-068067fbdaf7,c9d5d8a5-061e-4f3c-b551-7f231e268157,940202fc-66e6-4692-829b-083bf100ee10
Piso en venta en calle de Quintana,ARGÜELLES,128,2,Calle de Quintana,CARABANCHEL,2126,16,1063,,c41e092e-07b5-40de-8bed-86f7eff95500,3bfcb554-50f2-4d9f-ba2f-8e0ba4146590,b7bf25c2-f9ff-4351-9694-944d22e44140,eef8aed9-1568-4e5a-8740-a96d836f560f
Piso en venta en Aravaca,MONCLOA,130,3,,CARABANCHEL,1587,12,529,D,4dd58d54-1149-45fc-a6ee-63ef9f9e1811,e417e97a-3852-4d0b-93e6-8fe5fcea27f9,90ae2cf3-690c-4870-ac79-934d8fe98a69,a6afa62c-3d09-417f-89ed-e88342b9f51b
"Casa o chalet en venta en Colonia Santa María, 17",ARAVACA,244,5,Colonia Santa María 17,CARABANCHEL,2416,9,483,D,621645c8-683d-4f0d-9615-bb0cf32f1c0e,33dff251-c402-4032-b116-b3489e96a599,dbb480bd-f70a-4f16-9ad2-c5aef65a4ddb,9005d973-2aa5-4e2c-a4e1-f00fe4ba2963
Casa o chalet en venta en Aravaca,MONCLOA,151,4,,CARABANCHEL,1885,12,471,E,781dea53-0ac6-421a-90bf-94b488e15dab,5507bc42-a27f-4815-bc03-c5dbd1c7364e,a9a60fea-6212-4906-ab28-2da24f31607e,f61aaf6b-33d5-441b-a3e2-f6adcf601272
Piso en venta en Valdemarín,MONCLOA,127,2,,CARABANCHEL,1770,13,885,D,183f6b9c-81c9-465e-9c9f-d6f3897061c5,0e118d7c-9819-4ad5-bb7a-e29d65c67f4e,5110dddb-c7b6-46c9-a468-2d9cfff4880b,922f9d1e-31fe-4963-b92e-c40dd17409c2
Piso en venta en El Plantío,MONCLOA,200,3,,CARABANCHEL,2285,11,761,C,175f4ac4-20ff-4ea7-8e1b-a18fe1d4e620,1cf14d14-07ad-4f03-87a3-813497558823,5b1df821-7509-44b1-b5f4-1a0e2bea7483,9127534a-43c1-41e3-a91f-fd63faa9b478
Chalet adosado en venta en Aravaca,MONCLOA,250,5,,CARABANCHEL,2103,8,420,D,efa10b8e-5aea-43fc-ba19-430ee60f7a8d,5fee2804-1006-436b-ba0f-0de996035ced,038e494c-46a0-45d9-820d-f4ac0540db73,ac65f999-9fce-42dd-baeb-42f366d12f8a
Piso en venta en Aravaca,MONCLOA,157,3,,CARABANCHEL,2315,14,771,D,a6b32982-621f-4ca5-bd1f-b3b5910322df,00ec7d61-c345-4c22-a42e-77fde7cd5283,b955602f-b0d7-4ee9-92c3-3fdde9f4a510,b1d24c4b-9adb-49d9-bbd6-99549f6e2a40
Dúplex en venta en avenida de Valdemarín,VALDEMARIN,280,5,Avenida de Valdemarín,CARABANCHEL,2283,8,456,,4cf0cba6-5bb3-46c9-9f09-6a2133d3f1ca,b662e1e7-9f00-41e0-8052-1b8ed5c05556,9ef49224-b42f-42e1-bf89-c91e55eb8e28,7e42337d-b126-43cc-ac57-64ff9c23f716
Piso en venta en calle del Doctor Juan José López Ibor,VALDEZARZA,174,3,Calle del Doctor Juan José López Ibor,CARABANCHEL,2092,12,697,,69d7203c-ac56-4695-a31c-6d6c7c3a641c,d25062bb-6d41-41d8-ac7d-1f3f070c93ef,2a762e5a-2940-43c0-b056-eba6a4354624,14443687-8810-4a80-b6a1-49f3932404b5
"Piso en venta en paseo del Pintor Rosales, 42",ARGÜELLES,218,6,Paseo del Pintor Rosales 42,CARABANCHEL,13026,59,2171,,43bb681a-055e-4861-8e59-553167fd4c7f,af7ab9e0-c453-481e-b5ca-c036de9393f7,1aac45ce-270c-4651-bd80-3de683ef562b,d86a7d3b-6e29-4dd9-a85e-b2bf0ac71610
"Chalet adosado en venta en calle de Melchor Rodríguez, 21",ARAVACA,460,6,Calle de Melchor Rodríguez 21,CARABANCHEL,2514,5,419,F,5cba20e8-b88c-4d83-a1a9-5e237fff6262,1511546f-4c6c-4a97-8e59-bc848afb686e,f27e99ed-f94d-4b6f-a3fc-e6c94a72202a,a15a6b63-e49b-41e8-9fe4-783c3f25f462
Piso en venta en valdemarin,VALDEMARIN,155,4,valdemarin,CARABANCHEL,2504,16,626,,5e8c8628-8b70-4aa5-b09d-3ff74a61e989,4aaec50a-017c-44ea-9188-927026566559,10565613-88d2-45bc-afa8-6f6e784be1ad,3a67c507-d018-4dfd-9384-a729b66d7ab7
Piso en venta en calle de Écija,ARGÜELLES,199,5,Calle de Écija,CARABANCHEL,2315,11,463,,582b88bc-438f-4c8c-9884-5e7bb211a41e,6b5132c3-4f21-47ee-ba2c-19205e4e68a0,f99ed7b9-f125-4b28-a641-3d1d585412ce,67e101c5-4b48-45d1-8b40-d5bfde94eaea
Chalet adosado en venta en avenida de los Mártires Maristas,CIUDAD UNIVERSITARIA,660,6,Avenida de los Mártires Maristas,CARABANCHEL,8202,12,1367,,8be492a5-70cb-4e62-8d64-344305068199,19d00120-25f6-45b4-941d-140133b8fbca,78c31dc1-51c0-46ed-a58d-60bb643f5b8b,1b594e20-0980-4aa0-a524-9c1dded3dc6b
Piso en venta en calle de Artajona,VALDEZARZA,80,3,Calle de Artajona,CARABANCHEL,901,11,300,,0ec737f7-a6a1-468b-a2e9-ee28f3413ae3,199c7226-4351-4350-b58e-cf18901c5031,d02ad9e9-8665-426d-af92-8d9af0f6d585,3ffa5e17-8459-4bd7-a206-083296b547f8
Piso en venta en calle de la Ribera del Manzanares,CASA DE CAMPO,71,2,Calle de la Ribera del Manzanares,CARABANCHEL,976,13,488,F,46d97f9d-a6ff-4f83-a298-17bbf83e2c88,c5718263-79a2-4d86-aa6d-49077002a73c,07dbee18-d40a-40ea-a2dd-8673a5c30854,7e8e3724-c8aa-41e1-a62d-d32a136a4779
Ático en venta en Aravaca,MONCLOA,211,4,,CARABANCHEL,1536,7,384,E,ff475c5f-9bd2-470c-8d68-76ac16cac433,377ba18e-97c6-4152-83a3-79bfef521f13,27669e77-137a-47b0-9a1e-604240f9f68c,bb2929f1-0268-4974-9909-eed904bc1135
Chalet pareado en venta en Ciudad Universitaria,MONCLOA,418,5,,CARABANCHEL,38920,93,7784,B,ee5cf0f2-bf93-44c2-9b0d-623686f370ce,824e0f4b-b328-4449-8fc7-b4c55e561690,ac8e8e52-2817-4503-8e47-813e0960e828,93a8841a-b64b-42de-a0f0-6d25da3edc84
Chalet adosado en venta en Aravaca,MONCLOA,382,3,,CARABANCHEL,2410,6,803,,3f161dd8-1088-4af7-8415-63fb6b30d23f,23dceddf-4327-4131-ad6a-a6ff81a7ff35,0c6ecac0-a499-4bc5-93fa-78ee16022e05,157770c6-3a2f-43f6-81b4-ed78f445e167
Ático en venta en Argüelles,MONCLOA,170,4,,CARABANCHEL,1960,11,490,,7532e982-3f7d-4b04-80c5-fd39ba38ec85,473e6943-b746-4ace-9319-cbab375b6c77,e3ae99ec-9989-403a-957f-0f2765a2ccb4,fbf9bfbd-d5ac-48ed-939e-bf781da2ee3b
Casa o chalet independiente en venta en El Plantío,MONCLOA,918,7,,CARABANCHEL,28833,31,4119,E,7a47346b-c409-4ceb-9e79-f21f8a2a5831,3a1054ca-61f3-4848-bdf2-ebcc30437334,d3a3f92f-31cc-4af4-87b1-d38a040602a4,041ea1ac-5355-4c2b-b668-62793061b06e
"Casa o chalet independiente en venta en Urb. DIPLÓMATICOS, Aravaca",MONCLOA,450,5,Urb. DIPLÓMATICOS,CARABANCHEL,14150,31,2830,,5639c4ef-4cc9-4b29-98a4-7332ba768e9f,c3d947ac-89a3-4642-b1b5-2d11a29d9f2c,ec989002-e803-4cde-8cab-fe350ece2905,a87484ec-9b01-49fa-9b2f-cd6f57d8e43d
Piso en venta en Valdemarín,MONCLOA,174,4,,CARABANCHEL,2517,14,629,C,4c2333fd-1276-42a6-8d3b-46a9fc81c782,4baaa53e-cac3-4950-9d92-6753f6ab0a41,a41af5f5-a0b8-4ec6-a53b-644b95bc9efa,e7f31a55-83b8-46ed-897c-d792af8f3d5b
Chalet pareado en venta en Valdemarín,MONCLOA,501,6,,CARABANCHEL,19939,39,3323,A,511de392-7108-4843-a8ed-bcc302c477f4,5e855e79-1423-44ce-8ad4-1569b96ccd7a,804347d9-3f6d-4106-9892-aabb71ea0abe,2dfee396-236c-49d8-884d-f6ef51f0401f
Piso en venta en paseo de la rinconada,ARAVACA,237,5,Paseo de la rinconada,CARABANCHEL,2044,8,408,E,edc4c71d-1382-4037-927a-e2ff5c2753fe,4fff9ba2-9d70-4a40-be66-faac8b1bd052,c055edaf-441d-48d0-a929-6f97d0b33516,a2577a73-3b34-4bda-91b1-f31315133d4a
Piso en venta en Marques de Urquijo,ARGÜELLES,551,7,Marques de Urquijo,CARABANCHEL,51191,92,7313,E,43be4103-b326-493a-bcab-91d322b0e0a2,3b57dbc3-2aa7-405f-bb58-4f574642b149,d7fad4ce-1e6b-4059-aa5b-544a7ddf91c2,1bfe9c7f-12b1-4084-a9f7-77172ad9d923
Piso en venta en calle DEL MARQUES DE URQUIJO,ARGÜELLES,208,4,Calle DEL MARQUES DE URQUIJO,CARABANCHEL,2504,12,626,D,8769dfea-27ea-48df-aa43-b5f92d6b11d3,a5d61ee0-0a04-49fa-a35f-07da5fceed10,818acea0-ca79-4faf-ac04-aeae85c00d1d,52c22c0a-0850-462e-9b45-4385eb12e4cf
"Piso en venta en avenida de la reina victoria, 58",CIUDAD UNIVERSITARIA,145,3,Avenida de la reina victoria 58,CARABANCHEL,2047,14,682,E,665d955d-5b10-4232-b337-dc5a57991424,1247b376-abb6-465b-af97-369680b663ae,b3883a40-c9e6-4e1b-9a7a-12f7abeb82cd,100b11ae-6e14-4c0f-8d7a-cdc9cafdb592
Piso en venta en Valdezarza,MONCLOA,83,3,,CARABANCHEL,1143,13,381,G,05c92270-c44b-4383-a78a-f672bd43c8a2,1c92352a-465b-4b89-bfc7-5e8ac267ed9d,8e761b90-d391-4f55-81f6-d933b2c99dbf,f4f5f764-2f6e-4d9f-821a-24f61389e658
Piso en venta en Valdemarín,MONCLOA,105,2,,CARABANCHEL,1621,15,810,G,01bc1687-20ac-4c26-ad43-44d2857bc50d,e2b42861-8423-4e16-b297-58f6a86efc7a,0149c315-8d0b-49c0-95dd-9d9284a0c65a,b92ce1cd-57e3-4526-ad2d-25a1aa5a46f2
Piso en venta en calle de Arriaza,ARGÜELLES,46,1,Calle de Arriaza,CARABANCHEL,1024,22,1024,,30b0c465-003a-4d66-9be8-bc3b3a30b68c,3fd3e5d6-a8fd-455a-8ab0-73eba19ae68d,0e9320f7-1f12-45d1-bf25-58914b34b6c7,480fa766-4aae-4318-beaa-122e33cdbb2f
Piso en venta en Ciudad Universitaria,MONCLOA,220,4,,CARABANCHEL,1989,9,497,,37850262-edce-424b-bc85-7be183ebbf37,66655f59-6ae9-439d-88ad-67b13a445093,831dfd5d-6539-4194-b85b-59adb954b83c,8cb62247-6101-40af-ac8a-eb25200ba9ac
Piso en venta en paseo del Rey,ARGÜELLES,270,4,Paseo del Rey,CARABANCHEL,2480,9,620,E,2dd1c746-d057-4e35-8d0a-a25b7e553946,7a695305-7d6d-4283-a92f-8104908b9bfc,fa704c9d-12f0-4ce6-b6ae-cecd013e0699,f17a239d-79fc-44a9-8962-89ded46c7694
Ático en venta en Valdemarín,MONCLOA,300,6,,CARABANCHEL,2044,6,340,,da9977cb-4d85-46c8-9a1d-90385fdce31a,c0337ab4-a400-4c3f-9b26-302bca63b3fa,13e2e4c3-8e2b-46c2-b403-ac9401166e2b,a01a5c30-f21e-43b7-b166-9516580fbc91
Piso en venta en Ferraz,ARGÜELLES,297,4,Ferraz,CARABANCHEL,2446,8,611,E,62f265ae-dff7-4732-9f85-c5e10f13e7f4,f98d9939-e4cd-4190-a1af-376a82944c4c,0d7d1acb-5943-4cce-be15-571e884592ac,c77f946c-a299-4031-a2d3-b3b43d8e0a49
Piso en venta en Velayos,CIUDAD UNIVERSITARIA,187,5,Velayos,CARABANCHEL,2126,11,425,,0f9b74d0-d554-42d8-b709-75bf331001bc,984b79a1-adc6-4363-b7b6-eabd649a051e,618ce294-e13e-4b54-aafc-315bc2fbe8cd,f89502e0-0447-4802-bb2f-e1fc085021c7
Piso en venta en calle de Eduardo Benot,ARGÜELLES,139,2,Calle de Eduardo Benot,CARABANCHEL,1955,14,977,E,9add0201-9e2e-4a13-8aad-d964bc2e1a7f,3178ae58-df53-45a3-b2b2-7427399661b2,bf14d87a-a4ac-4892-b598-eb3ad2f9ad7f,f3ab2301-d9e2-41ca-b71e-893a47224c87
Piso en venta en Aravaca,MONCLOA,170,3,,CARABANCHEL,2333,13,777,D,993b4d74-ac8f-489b-94fb-796124ad3b36,03d4d88b-5f53-48e9-8035-3a75ebd47b9a,cf82922d-9258-47b6-bc5c-2f5c2df2010d,44882f48-3eae-4692-9fec-2feff7a32953
Piso en venta en calle Juan Álvarez Mendizábal,ARGÜELLES,70,2,Calle Juan Álvarez Mendizábal,CARABANCHEL,1416,20,708,E,dbe3643d-5697-4a9d-8485-5b190216ed42,de7ca3a4-4910-4953-bbe6-467e8acdecd3,dc0fe22d-9788-420e-9da9-c193271b2403,4f54f26a-da2c-430a-93b5-2cf3a95883ed
Chalet pareado en venta en Valdemarín,MONCLOA,625,6,,CARABANCHEL,38809,62,6468,D,632fb48a-63bb-4d9e-b6f8-89aa5f7afa93,df3c4f1e-a092-4ce2-8b5b-d1690bb6a4f9,a3021f34-1da0-458a-99fc-3af2ecccda29,f1bbe7df-5989-40f8-8197-cf191aef0882
Chalet pareado en venta en Ciudad Universitaria,MONCLOA,571,9,,CARABANCHEL,1165,2,129,,e54e4647-5628-4c6c-b351-c6614a79a343,287288c6-f1a0-4d71-8bd4-577f00414136,9a57e5ca-33d0-4785-bfb0-65a0b0872005,f31a298f-9454-4de0-8504-eaccd39cf153
Chalet pareado en venta en Ciudad Universitaria,MONCLOA,410,5,,CARABANCHEL,38920,94,7784,,a75e7980-f6d6-49ff-8f83-f96046832ebf,7d9108fa-6a9b-4bed-a916-76b14c221854,591b8f5c-2e98-4b21-aa5b-09f15b8e50a4,c371d547-b157-460c-8990-77aa27fbaae1
Chalet adosado en venta en El Plantío,MONCLOA,281,5,,CARABANCHEL,1989,7,397,E,dc581e02-2adf-46f2-ae6e-4fb6cad33ed0,006180af-d6e5-49d3-aeb4-0e0c48bcb3b1,97367be8-9e18-44e6-912d-d77b70e6860c,602bca95-06c5-406c-b10d-83474b3b50f4
"Chalet adosado en venta en avenida de la Victoria, 55",EL PLANTIO,315,5,Avenida de la Victoria 55,CARABANCHEL,2234,7,446,,d23c937d-8cb1-45c0-bcbc-984dfce35c90,c4164380-460b-4b33-8cb6-b482e4f97064,de50a6dd-4ddd-4130-85a2-dbab537e7cb9,0715f5fa-faac-4c44-b5f1-3a85fbff2f18
Piso en venta en cuesta de San Vicente,ARGÜELLES,106,2,Cuesta de San Vicente,CARABANCHEL,1862,17,931,,b5e05d16-eda0-46b8-9b33-0cb98e0b3a75,ab5d8545-f1b6-4f5b-be68-d07d555ce95a,89784c58-d005-4521-a926-da1870cd1eee,31acab6e-667e-42af-942b-043204c1a3b9
Piso en venta en calle Valle del Silencio,VALDEZARZA,104,3,Calle Valle del Silencio,CARABANCHEL,1553,14,517,E,f48b3434-d78b-48ae-8d0f-39e48c36a9b4,54db0d1b-a4fd-46c7-8c11-7ef7b597e66f,24fcaa77-f7aa-4a9c-b0c4-101d196f1ddc,3b19fbfb-dfd1-4492-9fcd-9a5b1286ec3e
Chalet pareado en venta en avenida de la Osa Mayor,ARAVACA,300,6,Avenida de la Osa Mayor,CARABANCHEL,2510,8,418,D,86b39864-6366-4dc8-ba38-1a9d1ec7c8b0,0ba2dfaa-4ace-44b9-9fcb-54283bef4205,c3c484b1-39bb-4e24-96a8-0eccf22f3360,867466f1-cc79-4fb6-9655-d1713a4d6c15
Piso en venta en Argüelles,MONCLOA,73,1,,CARABANCHEL,1508,20,1508,G,2b56d5b6-aebb-40aa-b4a5-1c52fe7d660c,4b947b06-5d59-4382-be5c-d8e8055c43b9,5f1d24a8-0599-4a5d-ab07-2d4133423b7d,3e1ccc7c-fab3-4322-b603-df71a995f6e3
Piso en venta en calle San Martín de Porres,CIUDAD UNIVERSITARIA,216,5,Calle San Martín de Porres,CARABANCHEL,2181,10,436,E,02ed8594-421f-4b31-97e3-668ee1751892,85f30da3-6457-4881-8a19-bd6bcbcf4168,c42bcec0-3299-4eaa-a32a-5c8ebcb1fb98,9171472d-5012-4da4-8896-4e9cd77cf7e2
"Chalet pareado en venta en calle Molina de Aragón, 1",ARAVACA,411,4,Calle Molina de Aragón 1,CARABANCHEL,2489,6,622,,bd1b382d-d68f-4ba7-9b48-7da976048e0f,e2df0502-f94b-43dc-ae70-df401a90d2b1,49f05e8f-4515-489f-9f70-eeb42eac5236,be8bf1e0-16aa-4f34-b72b-cb3acdbc42b2
Piso en venta en paseo Isaac Peral,CIUDAD UNIVERSITARIA,400,6,Paseo Isaac Peral,CARABANCHEL,51191,127,8531,,434e19c1-98ef-4944-b92b-7b127d81f2ad,d8e334e3-b786-4eba-9586-16d929ad7f44,d9677e07-db0e-4eb3-9e54-2f9f7938bf74,1b0fe77f-413b-4b45-be44-cad7bed3b541
"Piso en venta en Urb. Ciudad Universitaria Everyprop.com, Ciudad Universitaria",MONCLOA,190,4,Urb. Ciudad Universitaria Everyprop.com,CARABANCHEL,1989,10,497,C,6f96c762-fe28-411c-9ca8-448cba7cd484,ad6a41a3-45f3-4929-b3f3-4f219c1af09c,62ba6ca0-0a4a-46dc-96bd-f29c035fdc1d,5ab6cc88-fff3-4a88-a682-ee92402f221b
Piso en venta en Argüelles,MONCLOA,214,3,,CARABANCHEL,2347,10,782,,18cedcf5-7d03-4afb-b622-0a4511d2edab,14612a8e-7e41-406b-9cd5-7f047b8da9be,3ca75829-d8cb-43f2-a8aa-3b478cdefa48,98a525dc-69c3-411e-a808-a3d9ef63be21
"Chalet pareado en venta en calle Nueva Zelanda, 1",CIUDAD UNIVERSITARIA,356,5,Calle Nueva Zelanda 1,CARABANCHEL,1313,3,262,,afe065ce-3143-4651-9c29-21c2f27695fe,f83e6da2-f1f0-463a-b127-3cfb7a089ee8,fb4d4486-da25-4056-b7bb-c19164a69320,8fc82931-866c-41df-a061-f2969b25161f
"Chalet pareado en venta en calle Nueva Zelanda, 1",CIUDAD UNIVERSITARIA,344,5,Calle Nueva Zelanda 1,CARABANCHEL,1731,5,346,,75408b29-6902-40ef-bbd7-5e14001987b0,ed54c8ae-0ad0-444f-a195-0b4ef29f6747,1f31e7d2-2421-487d-b205-045d42a16877,19bd0b68-23da-4c3c-bf53-03a52409d04b
"Piso en venta en calle Peñalara de Aravaca, 5",ARAVACA,50,1,Calle Peñalara de Aravaca 5,CARABANCHEL,1416,28,1416,,f0ab6416-ff41-45ea-9123-cde52cf6677b,d2944147-da1c-442c-a0cb-6dde86159484,a41a3ac9-1352-464a-a0f0-2f912a14b1c8,c2eb4336-f721-4c61-892e-a816c6204dc1
"Chalet pareado en venta en Urb. Aravaca Everyprop.com, Aravaca",MONCLOA,240,5,Urb. Aravaca Everyprop.com,CARABANCHEL,2479,10,495,C,6a0e0f78-ce7a-4e80-8db2-81793de41d1f,fd664059-81fa-491b-9231-e77c3e41dc29,efcdbc83-9346-4226-b788-4c2fd3208ab7,85499258-7fe0-4723-bb9f-1289d0da5b2e
Casa o chalet independiente en venta en Valdemarín,MONCLOA,449,5,,CARABANCHEL,1645,3,329,,f7bfd650-8371-465a-b2dc-fca4ba218ce0,4a15c690-531a-4701-b085-8d70717636e4,63005d5b-d552-4cd3-ae51-90091e236006,99ed50cd-c62e-41ce-97fb-c699b64276f0
Piso en venta en paseo de la Maestra María Sánchez Árbos,VALDEZARZA,80,3,Paseo de la Maestra María Sánchez Árbos,CARABANCHEL,1024,12,341,,b8e7291c-bd2d-4ed0-9074-756e21ef07b2,857cf61c-d325-4489-88b0-d67728481d69,078a082e-165b-4257-bd7c-fcc423743418,9d40c0ba-073d-4291-a684-27cce60192a7
Chalet adosado en venta en Aravaca,MONCLOA,410,6,,CARABANCHEL,2417,5,402,,759d4e0f-d175-48d0-a98e-5ac8ea6e9d79,df2436df-3123-440a-8529-53259ad92c8f,0f91300f-add2-48e1-a7df-c479261559a3,9ac97e14-cecf-4529-8df1-df3219f16153
Piso en venta en Valdemarín,MONCLOA,190,4,,CARABANCHEL,2501,13,625,,3aca6c1d-3ce7-4d17-80e2-ffd91215fa71,519700b6-ae06-43c3-8f32-c9bb65d0d2fa,6720b3a2-57a4-4bcd-bf26-a71b3c4ea8d8,676c265f-cf37-4fc8-bc94-0b11f067006a
Chalet adosado en venta en El Plantío,MONCLOA,320,5,,CARABANCHEL,2410,7,482,,82dfda25-2c04-4805-b2f8-3af60daefb56,e3d8b77a-a5ff-4303-901e-9ae3494eba76,9eb6e2f6-03ac-4d3e-aea2-a3c09875f616,eedd5163-c747-452c-b47a-904ccf667650
Ático en venta en calle de Quintana,ARGÜELLES,70,2,Calle de Quintana,CARABANCHEL,1885,26,942,,dd62b6c8-58eb-4ff8-b597-b073c4a9fa2c,652825bd-9dcb-469e-8d3b-3fe4fad1d59e,59ce2956-3ea9-4f37-b73c-86df815a9be0,4b4a68d1-99ba-476d-8f40-74e58ebbc30a
